name,destination,price_egp,rating,url,source_website,image_url
Ghazala Luxury Collection Alamein Al Alamayn Breakfast included Pool,"North Coast, Egypt",10368,10,https://www.hotels.com/ho3684432384/?chkin=2026-11-01&chkout=2026-11-02&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763681&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=194&top_cur=USD&userIntent=&selectedRoomType=326532197&selectedRatePlan=403075128&expediaPropertyId=115107262&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/116000000/115110000/115107300/115107262/88ec3169.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Azur One Eleven - New Alamein New Alamein Breakfast included Pool,"North Coast, Egypt",4512,8.2,https://www.hotels.com/ho3364645568/?chkin=2026-11-01&chkout=2026-11-02&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763683&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=75&top_cur=USD&userIntent=&selectedRoomType=324724945&selectedRatePlan=409803060&expediaPropertyId=105113924&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/106000000/105120000/105114000/105113924/w8256h5499x0y0-9fe511ad.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Florida Hotel North Coast Al-Hammam Breakfast included Pool,"North Coast, Egypt",7440,8.2,https://www.hotels.com/ho3102209920/florida-hotel-north-coast-al-hammam-egypt/?chkin=2026-07-06&chkout=2026-07-07&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763686&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=140&top_cur=USD&userIntent=&selectedRoomType=322843867&selectedRatePlan=391921188&expediaPropertyId=96912810&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/97000000/96920000/96912900/96912810/3ec113f1.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Rixos Premium Alamein Al Alamayn Pool Hot tub,"North Coast, Egypt",6768,8.8,https://www.hotels.com/ho2468529696/el-alamein-towers-alexandria-egypt/?chkin=2026-10-03&chkout=2026-10-04&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763689&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=141&top_cur=USD&userIntent=&selectedRoomType=324513588&selectedRatePlan=395032456&expediaPropertyId=77110303&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/78000000/77120000/77110400/77110303/36c4cee6.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Latin District Apartments Lagoon Side Al Alamayn Pool Kitchen,"North Coast, Egypt",12000,8.2,https://www.hotels.com/user/signin?uurl=e3id%3Dredr%26rurl%3D%2FHotel-Search%3FregionId%3D972070363693498368%26destination%3DNorth%2BCoast%252C%2BMatrouh%2BGovernorate%252C%2BEgypt%26flexibility%3D1_DAY%26searchRange%3D2026-07-01_2026-07-31%26searchRange%3D2026-08-01_2026-08-31%26searchRange%3D2026-09-01_2026-09-30%26searchRange%3D2026-10-01_2026-10-31%26searchRange%3D2026-11-01_2026-11-30%26searchRange%3D2026-12-01_2026-12-31%26adults%3D2%26latLong%3D31.061226%252C28.108728%26userIntent%3D%26sort%3DRECOMMENDED%26vip%3Dfalse%26selected%3D132539688&partnerLang=en_GB,Hotels.com,https://images.trvl-media.com/lodging/133000000/132540000/132539700/132539688/17e1faf9.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Gewan Palace Resort El Alamein Breakfast included Pool,"North Coast, Egypt",14880,9,https://www.hotels.com/ho3433520000/?chkin=2026-09-16&chkout=2026-09-17&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763695&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=279&top_cur=USD&userIntent=&selectedRoomType=325142782&selectedRatePlan=396785607&expediaPropertyId=107266250&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/108000000/107270000/107266300/107266250/d5d5e0eb.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Palma Bay Rotana Resort El Alamein Breakfast included Pool,"North Coast, Egypt",6960,8.8,https://www.hotels.com/ho3380117760/palma-bay-rotana-resort-new-alamein-al-hammam-egypt/?chkin=2026-10-13&chkout=2026-10-14&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763697&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=145&top_cur=USD&userIntent=&selectedRoomType=324821777&selectedRatePlan=395934862&expediaPropertyId=105597430&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/106000000/105600000/105597500/105597430/3fefc8bc.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
The Red GiGi Residence El Alamein Breakfast included Pool Kitchen,"North Coast, Egypt",9984,9,https://www.hotels.com/ho3804537408/?chkin=2026-07-06&chkout=2026-07-07&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763700&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=188&top_cur=USD&userIntent=&selectedRoomType=327029864&selectedRatePlan=403546790&expediaPropertyId=118860544&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/119000000/118870000/118860600/118860544/f7faaf3f.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Long Island Chalets Family only Marsa Matrouh,"North Coast, Egypt",4800,8.2,https://www.hotels.com/user/signin?uurl=e3id%3Dredr%26rurl%3D%2FHotel-Search%3FregionId%3D972070363693498368%26destination%3DNorth%2BCoast%252C%2BMatrouh%2BGovernorate%252C%2BEgypt%26flexibility%3D1_DAY%26searchRange%3D2026-07-01_2026-07-31%26searchRange%3D2026-08-01_2026-08-31%26searchRange%3D2026-09-01_2026-09-30%26searchRange%3D2026-10-01_2026-10-31%26searchRange%3D2026-11-01_2026-11-30%26searchRange%3D2026-12-01_2026-12-31%26adults%3D2%26latLong%3D31.061226%252C28.108728%26userIntent%3D%26sort%3DRECOMMENDED%26vip%3Dfalse%26selected%3D115230989&partnerLang=en_GB,Hotels.com,https://images.trvl-media.com/lodging/116000000/115240000/115231000/115230989/bc6fde17.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Marseilia Beach 4 - Families Only El Alamein Pool Kitchen,"North Coast, Egypt",8640,8.2,https://www.hotels.com/ho1575113856/marseilia-beach-4-families-only-el-alamein-egypt/?chkin=2026-07-06&chkout=2026-07-07&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763706&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=162&top_cur=USD&userIntent=&selectedRoomType=322750263&selectedRatePlan=391730449&expediaPropertyId=49191058&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/50000000/49200000/49191100/49191058/31a3c4b5.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Marseilia Land Holiday rental Sleeps 5 · 2 bedrooms El Alamein Pool Kitchen,"North Coast, Egypt",3360,8.2,https://www.hotels.com/ho2676051744/marseilia-land-alexandria-egypt/?chkin=2026-07-30&chkout=2026-07-31&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763709&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=63&top_cur=USD&userIntent=&selectedRoomType=320778644&selectedRatePlan=387219118&expediaPropertyId=83595367&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/84000000/83600000/83595400/83595367/cbdef44c.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Gewan White Beach Resort-New Alamein El Alamein Pool,"North Coast, Egypt",8640,8.4,https://www.hotels.com/ho3051517120/tolip-resort-paradise-dixcove-ghana/?chkin=2026-10-02&chkout=2026-10-03&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763711&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=162&top_cur=USD&userIntent=&selectedRoomType=322545128&selectedRatePlan=403976288&expediaPropertyId=95328660&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/96000000/95330000/95328700/95328660/529539b1.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Casa Cook North Coast - Adults only El Alamein Breakfast included Pool,"North Coast, Egypt",13152,8.6,https://www.hotels.com/ho2495293760/casa-cook-north-coast-dixcove-ghana/?chkin=2026-09-20&chkout=2026-09-21&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763715&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=247&top_cur=USD&userIntent=&selectedRoomType=319249395&selectedRatePlan=387090077&expediaPropertyId=77946680&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/78000000/77950000/77946700/77946680/a1ad77b6.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
Deluxe Apartment in the north coast New Alamein Kitchen,"North Coast, Egypt",5040,10,https://www.hotels.com/ho3716596928/?chkin=2026-09-16&chkout=2026-09-17&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763719&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=94&top_cur=USD&userIntent=&selectedRoomType=328824202&selectedRatePlan=410388974&expediaPropertyId=116112404&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/117000000/116120000/116112500/116112404/15fb22c4.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
El Obayed Apartments Armed Forces Sleeps 4 · 2 bedrooms Marsa Matrouh Kitchen,"North Coast, Egypt",3360,7,https://www.hotels.com/ho474611904/el-obayed-apartments-armed-forces-marsa-matruh-egypt/?chkin=2026-07-06&chkout=2026-07-07&flexibility=1_DAY&searchRange=2026-07-01_2026-07-31&searchRange=2026-08-01_2026-08-31&searchRange=2026-09-01_2026-09-30&searchRange=2026-10-01_2026-10-31&searchRange=2026-11-01_2026-11-30&searchRange=2026-12-01_2026-12-31&x_pwa=1&rfrr=HSR&pwa_ts=1783182763723&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=972070363693498368&destination=North+Coast%2C+Matrouh+Governorate%2C+Egypt&destType=MARKET&latLong=31.061226%2C28.108728&sort=RECOMMENDED&top_dp=63&top_cur=USD&userIntent=&selectedRoomType=217219292&selectedRatePlan=268074384&expediaPropertyId=14800372&searchId=5ebfa6f5-02fc-460a-89a8-ebcbe36479cd,Hotels.com,https://images.trvl-media.com/lodging/15000000/14810000/14800400/14800372/b5f137ec.jpg?impolicy=resizecrop&ra=fit&rw=455&rh=455
